App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
Official Madhuban Murli,LIFESTYLE,4.9,301,25M,"10,000+",Free,0,Everyone,Lifestyle,"July 21, 2018",1.1.2,4.4 and up
BN Pro BlueICS HD Text,LIBRARIES_AND_DEMO,4.1,174,816k,"10,000+",Free,0,Everyone,Libraries & Demo,"February 5, 2017",2.3.2,1.6 and up
CP-Care Mobile,FAMILY,,1,16M,10+,Free,0,Everyone,Education,"June 20, 2018",1,4.0 and up
Word Hunt,GAME,4.9,59,21M,500+,Free,0,Everyone,Word,"June 22, 2018",1.0,4.4 and up
ZEDGE™ Ringtones & Wallpapers,PERSONALIZATION,4.6,6466641,Varies with device,"100,000,000+",Free,0,Teen,Personalization,"July 19, 2018",Varies with device,Varies with device
CK SKILLZ,HEALTH_AND_FITNESS,,0,8.6M,50+,Free,0,Everyone,Health & Fitness,"May 15, 2018",1.1.7,4.1 and up
EM Launcher for EMUI,PERSONALIZATION,4.1,3175,2.3M,"500,000+",Free,0,Everyone,Personalization,"April 6, 2018",1.0.6,4.1 and up
BC Hospital Wait Times,MEDICAL,4.2,8,1.2M,500+,Free,0,Everyone,Medical,"January 19, 2016",1.2,4.1 and up
G-Switch,GAME,3.8,4116,8.8M,"100,000+",Free,0,Everyone,Action,"September 1, 2015",1.3.4,2.3 and up
Viber Messenger,COMMUNICATION,4.3,11334973,Varies with device,"500,000,000+",Free,0,Everyone,Communication,"July 18, 2018",Varies with device,Varies with device
BL 1-Click Camera,PHOTOGRAPHY,,4,1.4M,100+,Paid,$3.99,Everyone,Photography,"August 18, 2016",2.0.160818,2.3 and up
Photo Editor & Candy Camera & Grid & ScrapBook,ART_AND_DESIGN,4.1,159,19M,"10,000+",Free,0,Everyone,Art & Design,"January 7, 2018",1.0.0,4.0.3 and up
KakaoMap - Map / Navigation,TRAVEL_AND_LOCAL,4.1,76779,Varies with device,"10,000,000+",Free,0,Everyone,Travel & Local,"July 30, 2018",Varies with device,Varies with device
Ez iCam,PHOTOGRAPHY,3.1,7300,46M,"1,000,000+",Free,0,Teen,Photography,"January 12, 2018",V4.1.0,5.0 and up
Call Free – Free Call,COMMUNICATION,4.3,30209,15M,"5,000,000+",Free,0,Everyone,Communication,"July 28, 2018",1.3.4,4.1 and up
"Black Wallpaper, AMOLED, Dark Background: Darkify",LIFESTYLE,4.6,51357,80M,"5,000,000+",Free,0,Everyone,Lifestyle,"July 31, 2018",8.0,4.0 and up
League18,SPORTS,4.3,14123,13M,"500,000+",Free,0,Everyone,Sports,"August 1, 2018",4.0.0,4.0 and up
FR Roster,TOOLS,4.1,174,12M,"5,000+",Free,0,Everyone,Tools,"July 30, 2018",6.04,4.4 and up
BX Diff - Crypto Coins Checker,FINANCE,4.6,83,4.0M,"5,000+",Free,0,Everyone,Finance,"July 16, 2018",1.0.21,4.4 and up
Fifa World Cup 2018: Photo Frame Editor & DP Maker,PHOTOGRAPHY,4.6,666,8.7M,"100,000+",Free,0,Everyone,Photography,"June 20, 2018",6.1,4.0.3 and up
League of Gamers - Be an E-Sports Legend!,SPORTS,4.5,68072,40M,"5,000,000+",Free,0,Everyone,Sports,"July 26, 2018",1.1.7,4.1 and up
Furrion ES Control,VIDEO_PLAYERS,1.8,26,2.7M,"5,000+",Free,0,Everyone,Video Players & Editors,"September 29, 2016",1.0,4.2 and up
Trello,PRODUCTIVITY,4.5,72513,12M,"5,000,000+",Free,0,Everyone,Productivity,"July 18, 2018",5.0.1.11068-production,5.0 and up
J Dark Ice Substratum Theme,PERSONALIZATION,4.5,164,33M,"10,000+",Free,0,Everyone,Personalization,"July 19, 2018",4.3,6.0 and up
CN Superstar Soccer: Goal!!!,FAMILY,4.1,3863,41M,"100,000+",Paid,$2.99,Everyone,Sports;Action & Adventure,"May 24, 2018",1.1.1,4.1 and up
R. Physics Puzzle Game,FAMILY,4.2,5369,60M,"500,000+",Free,0,Everyone,Puzzle,"April 19, 2018",1.0.16,4.3 and up
Desperate Housewives: The Game,FAMILY,4.2,10440,27M,"500,000+",Free,0,Teen,Role Playing,"August 6, 2018",18.30.22,4.4 and up
Atlan3D Navigation: Korea navigator,MAPS_AND_NAVIGATION,4.2,22063,Varies with device,"1,000,000+",Free,0,Everyone,Maps & Navigation,"July 31, 2018",Varies with device,Varies with device
WiFi-o-Matic,PRODUCTIVITY,4.0,736,6.8M,"50,000+",Free,0,Everyone,Productivity,"February 1, 2018",1.80.03,4.1 and up
Culver's,LIFESTYLE,3.9,1638,4.9M,"100,000+",Free,0,Everyone,Lifestyle,"April 11, 2018",1.20,4.3 and up
Simple - Better Banking,FINANCE,4.4,7731,24M,"100,000+",Free,0,Everyone,Finance,"August 2, 2018",2.53.2,5.0 and up
PBS KIDS Games,FAMILY,4.3,12919,94M,"1,000,000+",Free,0,Everyone,Educational;Education,"June 6, 2018",1.15.2,4.4 and up
Cb browser,COMMUNICATION,5.0,5,3.7M,50+,Free,0,Everyone,Communication,"April 2, 2018",1.0,4.0 and up
Dr.Android Repair Master 2017,PRODUCTIVITY,3.8,1205,4.3M,"100,000+",Free,0,Everyone,Productivity,"June 10, 2018",2,4.0 and up
14thStreetVet,MEDICAL,,0,29M,5+,Free,0,Everyone,Medical,"July 16, 2018",300000.1.11,4.0.3 and up
VITEK EH DVR Viewer (Pro),TOOLS,3.5,78,3.3M,"10,000+",Free,0,Everyone,Tools,"October 11, 2013",1.2.10,2.2 and up
MyVodafone (India) - Online Recharge & Pay Bills,PRODUCTIVITY,4.1,1092367,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"August 4, 2018",8.0.1.0,Varies with device
imo beta free calls and text,COMMUNICATION,4.3,659395,11M,"100,000,000+",Free,0,Everyone,Communication,"June 7, 2018",9.8.000000010492,4.0 and up
Microsoft OneNote,PRODUCTIVITY,4.4,480640,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"July 22, 2018",16.0.10325.20024,4.4 and up
Speed Reading,EDUCATION,4.6,10611,11M,"500,000+",Free,0,Everyone,Education,"May 27, 2018",2.3.7,4.0 and up
Masha and the Bear: House Cleaning Games for Girls,FAMILY,4.5,43852,77M,"10,000,000+",Free,0,Everyone,Role Playing;Pretend Play,"July 19, 2018",1.9.10,4.1 and up
Be the Expert in Phlebotomy - Professional Nursing,MEDICAL,,0,5.0M,1+,Paid,$0.99,Everyone,Medical,"July 24, 2018",1.0,4.0.3 and up
HISTORY: Watch TV Show Full Episodes & Specials,ENTERTAINMENT,4.1,33387,20M,"1,000,000+",Free,0,Teen,Entertainment,"July 16, 2018",3.1.4,4.4 and up
Jeppesen CR Flight Computer,MAPS_AND_NAVIGATION,3.3,3,26M,100+,Paid,$9.99,Everyone,Maps & Navigation,"October 5, 2016",1.0.8,4.4 and up
Pokémon TV,FAMILY,4.2,117461,Varies with device,"5,000,000+",Free,0,Everyone,Entertainment;Music & Video,"June 29, 2018",Varies with device,Varies with device
Florida Beach Wallpapers HD,TRAVEL_AND_LOCAL,5.0,3,12M,100+,Free,0,Everyone,Travel & Local,"December 30, 2015",1.8.1,4.1 and up
BU Mobile,FAMILY,4.5,472,4.3M,"10,000+",Free,0,Everyone,Education,"July 6, 2018",2.4.1,2.3.3 and up
AU Results - AU COE Corner,FAMILY,4.0,664,2.1M,"100,000+",Free,0,Everyone,Education,"December 14, 2017",2.2.5,4.1 and up
Proverbes du monde,FAMILY,,38,2.8M,"10,000+",Free,0,Everyone,Entertainment,"March 12, 2018",1.1.2.0,1.6 and up
MLB Ballpark,SPORTS,3.9,5511,32M,"1,000,000+",Free,0,Everyone,Sports,"July 16, 2018",7.3.0,4.2 and up
2048(AI),FAMILY,4.3,20,3.5M,"1,000+",Free,0,Everyone,Casual,"June 3, 2015",0.33,2.3 and up
Mirrativ: Live Stream Any App,SOCIAL,4.1,17955,89M,"500,000+",Free,0,Teen,Social,"August 2, 2018",7.23.4,4.1 and up
PixelLab - Text on pictures,PHOTOGRAPHY,4.6,108002,Varies with device,"10,000,000+",Free,0,Everyone,Photography,"July 26, 2018",Varies with device,Varies with device
"VRV: Anime, game videos & more",ENTERTAINMENT,3.9,15254,Varies with device,"1,000,000+",Free,0,Teen,Entertainment,"June 19, 2018",Varies with device,Varies with device
diep.io,GAME,4.1,347883,20M,"10,000,000+",Free,0,Everyone,Action,"March 16, 2018",1.2.7,4.0.3 and up
My Child from eDziecko.pl,PARENTING,4.5,1025,17M,"100,000+",Free,0,Everyone,Parenting,"June 29, 2018",1.3.9,4.1 and up
Ost. Zombies Cast - New Music and Lyrics,DATING,,1,4.6M,100+,Free,0,Teen,Dating,"July 20, 2018",1.0,4.0.3 and up
Gun Simulator - Gun Games,FAMILY,4.4,134,Varies with device,"10,000+",Free,0,Teen,Simulation,"February 24, 2018",Varies with device,4.0.3 and up
CityMaps2Go Plan Trips Travel Guide Offline Maps,TRAVEL_AND_LOCAL,4.3,64713,58M,"1,000,000+",Free,0,Everyone,Travel & Local,"June 9, 2018",10.9.8 (Play),5.0 and up
Flag of European Union,PERSONALIZATION,4.2,36,5.3M,"1,000+",Free,0,Everyone,Personalization,"December 10, 2016",2.0,2.3.3 and up
Cv maker / Job cv maker,FAMILY,4.4,14,5.5M,"1,000+",Free,0,Everyone,Education,"March 27, 2018",1.0,4.0 and up
Khan Academy,EDUCATION,4.6,85375,21M,"5,000,000+",Free,0,Everyone,Education,"July 27, 2018",5.0.0,4.1 and up
"Sweet Selfie - selfie camera, beauty cam, photo edit",PHOTOGRAPHY,4.6,1159058,25M,"100,000,000+",Free,0,Everyone,Photography,"August 3, 2018",2.73.672,4.0.3 and up
PayPal,FINANCE,4.3,659760,47M,"50,000,000+",Free,0,Everyone,Finance,"July 18, 2018",6.28.0,4.4 and up
How to sew & make the easiest pattern,LIBRARIES_AND_DEMO,,110,10M,"10,000+",Free,0,Everyone,Libraries & Demo,"November 5, 2017",1.0,4.0 and up
Materialistic P Wallpapers,PERSONALIZATION,4.8,24,3.6M,"1,000+",Free,0,Everyone,Personalization,"August 3, 2018",2.244,5.0 and up
US Open Tennis Championships 2018,SPORTS,4.0,9971,33M,"1,000,000+",Free,0,Everyone,Sports,"June 5, 2018",7.1,5.0 and up
Champions and Challengers - Adventure Time,FAMILY,4.6,51973,27M,"1,000,000+",Free,0,Everyone,Role Playing,"August 2, 2018",1.2.5,4.4 and up
Manga Zero - Japanese cartoon and comic reader,COMICS,4.2,15194,15M,"1,000,000+",Free,0,Teen,Comics,"July 19, 2018",4.7.3,4.2 and up
Gems or jewels ?,GAME,4.7,171448,13M,"10,000,000+",Free,0,Teen,Puzzle,"August 3, 2018",1.0.109,4.0 and up
Real Racing 3,FAMILY,4.5,354384,71M,"10,000,000+",Free,0,Everyone,Racing;Action & Adventure,"July 2, 2018",6.4.0,4.1 and up
INFAMY RO,FAMILY,4.1,2167,3.7M,"50,000+",Free,0,Everyone,Role Playing,"December 14, 2017",202,4.3 and up
YAKALA AY,GAME,,0,14M,1+,Paid,$0.99,Everyone,Arcade,"July 7, 2018",1.0,4.1 and up
My Vodacom SA,COMMUNICATION,3.7,25021,61M,"5,000,000+",Free,0,Everyone,Communication,"June 26, 2018",9.9.0,4.3 and up
"AOL - News, Mail & Video",NEWS_AND_MAGAZINES,4.1,62465,Varies with device,"5,000,000+",Free,0,Everyone 10+,News & Magazines,"August 2, 2018",Varies with device,Varies with device
MOTOBAZAR EU,LIFESTYLE,,1,2.0M,100+,Free,0,Everyone,Lifestyle,"May 6, 2018",1.2.36,4.0.3 and up
ROMWE - Women's Fashion,SHOPPING,4.6,135043,11M,"10,000,000+",Free,0,Everyone,Shopping,"July 30, 2018",4.0.2,4.2 and up
Five Nights at Freddy's 2,FAMILY,4.6,73919,40M,"500,000+",Paid,$2.99,Teen,Strategy,"November 15, 2014",1.07,2.3 and up
Five Nights at Freddy's 2 Demo,FAMILY,4.3,1503544,40M,"50,000,000+",Free,0,Teen,Strategy,"November 15, 2014",1.07,2.3 and up
SHUTTLLS CQ - Connect Ride Go,TRAVEL_AND_LOCAL,,0,18M,5+,Free,0,Everyone,Travel & Local,"April 26, 2018",4.6.2100,4.3 and up
Angry Birds Match,FAMILY,4.7,227401,91M,"5,000,000+",Free,0,Everyone,Puzzle,"July 19, 2018",1.5.0,5.0 and up
Stupid Zombies,GAME,4.5,464900,33M,"10,000,000+",Free,0,Teen,Arcade,"June 27, 2018",2.0.5,4.2 and up
Final Fantasy XV: A New Empire,FAMILY,4.0,484858,Varies with device,"10,000,000+",Free,0,Everyone 10+,Strategy,"June 15, 2018",3.30.4.83,4.1 and up
Lineage 2: Revolution,GAME,4.2,187972,99M,"5,000,000+",Free,0,Teen,Role Playing,"July 11, 2018",1.05.20,4.4 and up
Manga AZ - Manga Comic Reader,COMICS,3.3,126,4.7M,"5,000+",Free,0,Teen,Comics,"July 24, 2018",1.0.4,4.0.3 and up
Quiz TRUE or FALSE,GAME,4.6,2464,34M,"50,000+",Free,0,Everyone,Trivia,"February 13, 2018",1.1,4.1 and up
Angry Birds 2,FAMILY,4.6,3881752,57M,"100,000,000+",Free,0,Everyone,Casual,"July 26, 2018",2.21.1,4.1 and up
ba,FAMILY,3.1,1734,5.8M,"500,000+",Free,0,Everyone,Strategy,"June 8, 2016",1.0.3,4.0 and up
Episode - Choose Your Story,GAME,4.3,1841061,Varies with device,"50,000,000+",Free,0,Teen,Simulation,"July 31, 2018",Varies with device,Varies with device
FL State Parks Guide,TRAVEL_AND_LOCAL,3.7,871,45M,"100,000+",Free,0,Everyone,Travel & Local,"October 27, 2017",5.29.23 Domain 253,4.4 and up
Rolly Vortex,GAME,4.4,98123,40M,"10,000,000+",Free,0,Teen,Arcade,"May 25, 2018",1.7.0,4.1 and up
PJ Masks: Moonlight Heroes,FAMILY,4.4,87045,99M,"10,000,000+",Free,0,Everyone,Casual;Action & Adventure,"June 5, 2018",2.0.1,4.0.3 and up
Beauty Selfie Camera,BEAUTY,4.2,2225,52M,"500,000+",Free,0,Everyone,Beauty,"February 28, 2018",1.6,4.1 and up
QR BARCODE SCANNER,TOOLS,3.8,169369,Varies with device,"10,000,000+",Free,0,Everyone,Tools,"September 5, 2016",Varies with device,Varies with device
Access Point Proximity,TOOLS,,5,2.3M,"1,000+",Free,0,Everyone,Tools,"June 28, 2018",2.1.1,5.0 and up
Driving School 3D 2017,FAMILY,3.9,5075,48M,"500,000+",Free,0,Everyone,Simulation,"April 4, 2017",2.1.5,3.0 and up
BK Manager,NEWS_AND_MAGAZINES,,19,17M,"5,000+",Free,0,Everyone,News & Magazines,"December 19, 2017",1.0.2,4.4 and up
DB Streckenagent,MAPS_AND_NAVIGATION,3.9,4569,7.5M,"500,000+",Free,0,Everyone,Maps & Navigation,"December 22, 2017",2.1.10 (49),4.0 and up
Guide for CS:GO,FAMILY,4.4,16459,88M,"500,000+",Free,0,Everyone,Entertainment,"July 15, 2017",3.2.0,2.3 and up
Wendy’s – Food and Offers,FOOD_AND_DRINK,3.4,6512,18M,"1,000,000+",Free,0,Everyone,Food & Drink,"April 12, 2018",5.7.0,4.4 and up
ESPN,SPORTS,4.2,521140,Varies with device,"10,000,000+",Free,0,Everyone 10+,Sports,"July 19, 2018",Varies with device,5.0 and up
Battlelands Royale,GAME,4.4,105620,61M,"1,000,000+",Free,0,Everyone 10+,Action,"July 16, 2018",0.5.8,4.1 and up
EZ PZ RPG,FAMILY,3.8,70903,47M,"1,000,000+",Free,0,Everyone 10+,Role Playing,"October 27, 2016",2.164.4,2.3 and up
REV Robotic Enhance Vehicles,FAMILY,4.4,2558,61M,"100,000+",Free,0,Everyone,Entertainment,"January 16, 2018",2.0.11,4.4 and up
Udacity - Lifelong Learning,EDUCATION,4.3,22384,17M,"1,000,000+",Free,0,Everyone,Education,"July 31, 2018",4.7.0,5.0 and up
NEW Theme for Phone X,PERSONALIZATION,4.7,8642,3.7M,"500,000+",Free,0,Everyone,Personalization,"May 22, 2018",1.1.6,4.0 and up
DV 2018 Winners Guide,BOOKS_AND_REFERENCE,4.8,11,608k,"1,000+",Free,0,Everyone,Books & Reference,"July 23, 2017",1.09,4.2 and up
ai robot keyboard,PERSONALIZATION,4.7,1891,1.9M,"100,000+",Free,0,Everyone,Personalization,"May 24, 2018",10001008,4.0.3 and up
Adblock Browser for Android,COMMUNICATION,4.1,121113,39M,"10,000,000+",Free,0,Everyone,Communication,"July 11, 2018",1.4.0,4.1 and up
Builder (by Engineer.ai),PRODUCTIVITY,3.6,8,3.2M,100+,Free,0,Everyone,Productivity,"November 4, 2017",1.2-Release,4.1 and up
EU Flag Live Wallpaper,PERSONALIZATION,,19,2.3M,"1,000+",Free,0,Everyone,Personalization,"June 9, 2016",1.0,2.3 and up
POF Free Dating App,SOCIAL,4.2,1175794,Varies with device,"50,000,000+",Free,0,Mature 17+,Social,"July 31, 2018",Varies with device,Varies with device
VZ Navigator for Galaxy S4,TRAVEL_AND_LOCAL,3.0,2750,39M,"5,000,000+",Free,0,Everyone,Travel & Local,"January 22, 2018",10.7.8.111,4.2 and up
ROBLOX,GAME,4.5,4449910,67M,"100,000,000+",Free,0,Everyone 10+,Adventure;Action & Adventure,"July 31, 2018",2.347.225742,4.1 and up
Toca Builders,FAMILY,4.2,3328,Varies with device,"100,000+",Paid,$3.99,Everyone,Education;Creativity,"July 13, 2017",Varies with device,Varies with device
Kick the Buddy,GAME,4.3,1000417,Varies with device,"50,000,000+",Free,0,Teen,Action,"July 5, 2018",Varies with device,4.4 and up
Delta Dental,MEDICAL,3.0,914,Varies with device,"100,000+",Free,0,Everyone,Medical,"July 17, 2018",4.6.0,5.0 and up
King Burger Dash,FAMILY,3.6,445,12M,"50,000+",Free,0,Everyone,Casual,"March 22, 2015",1.3,2.2 and up
Run on Earth,HEALTH_AND_FITNESS,2.4,577,3.7M,"50,000+",Free,0,Everyone,Health & Fitness,"April 25, 2018",1.7.5,4.0 and up
Ulysse Speedometer Pro,AUTO_AND_VEHICLES,4.6,4140,Varies with device,"50,000+",Paid,$1.99,Everyone,Auto & Vehicles,"May 13, 2018",Varies with device,Varies with device
DU Cleaner – Memory cleaner & clean phone cache,TOOLS,4.5,465831,8.9M,"10,000,000+",Free,0,Everyone,Tools,"July 23, 2018",1.5.9.9,4.0 and up
FO Bixby,PERSONALIZATION,5.0,5,861k,100+,Paid,$0.99,Everyone,Personalization,"April 25, 2018",0.2,7.0 and up
Stylish Fonts,PERSONALIZATION,3.8,153176,4.3M,"10,000,000+",Free,0,Everyone,Personalization,"August 7, 2018",1.17,4.0.3 and up
Cloud DX Connected Health,HEALTH_AND_FITNESS,5.0,6,11M,100+,Free,0,Everyone,Health & Fitness,"July 19, 2017",1.7.10713 (281),4.4 and up
Doctor On Demand,MEDICAL,4.7,18674,Varies with device,"1,000,000+",Free,0,Everyone,Medical,"July 27, 2018",3.25.0,4.4 and up
DB Busradar NRW,MAPS_AND_NAVIGATION,3.7,78,3.0M,"10,000+",Free,0,Everyone,Maps & Navigation,"April 12, 2017",1.0.2,2.2 and up
Speed Boat Racing,SPORTS,4.0,2487,27M,"1,000,000+",Free,0,Everyone,Sports,"August 3, 2018",12.0,4.0.3 and up
2RedBeans,DATING,4.0,337,32M,"10,000+",Free,0,Mature 17+,Dating,"July 31, 2018",2.8.0,4.3 and up
Mini for fb lite,TOOLS,4.0,710,1.1M,"100,000+",Free,0,Everyone,Tools,"May 24, 2018",1.0,2.3 and up
HD Themes Toyota Cruiser70,PERSONALIZATION,,0,15M,100+,Free,0,Teen,Personalization,"October 3, 2016",1.0,2.3.3 and up
Goodbox - Mega App,COMMUNICATION,4.3,3429,Varies with device,"100,000+",Free,0,Everyone,Communication,"March 8, 2018",1.10.279.2,4.2 and up
wikiHow: how to do anything,BOOKS_AND_REFERENCE,4.4,43088,3.0M,"1,000,000+",Free,0,Teen,Books & Reference,"April 19, 2017",2.7.3,4.0 and up
Dete.bg,NEWS_AND_MAGAZINES,,0,29M,100+,Free,0,Everyone,News & Magazines,"June 12, 2017",1.2,4.1 and up
DG Screen Recorder,VIDEO_PLAYERS,3.3,12,2.9M,500+,Free,0,Everyone,Video Players & Editors,"October 20, 2015",1.7,5.0 and up
easyJet: Travel App,TRAVEL_AND_LOCAL,4.4,134895,50M,"10,000,000+",Free,0,Everyone,Travel & Local,"July 1, 2018",2.32.2,4.2 and up
"CallApp: Caller ID, Blocker & Phone Call Recorder",COMMUNICATION,4.4,483565,20M,"10,000,000+",Free,0,Everyone,Communication,"July 29, 2018",1.286,4.1 and up
Virtual Mom Surgery Doctor : ER Emergency Hospital,FAMILY,4.0,1130,77M,"100,000+",Free,0,Teen,Educational,"May 15, 2018",1.4,4.0 and up
Fingerprint Quick Action,TOOLS,4.2,8484,1.7M,"1,000,000+",Free,0,Everyone,Tools,"July 22, 2018",0.15.2,6.0 and up
ER Neck Surgery: Hospital Christmas Emergency,FAMILY,,11,30M,"5,000+",Free,0,Everyone 10+,Role Playing,"November 24, 2017",1.0.1,4.1 and up
HD Camera Pro for Android,PHOTOGRAPHY,4.1,49211,1.9M,"1,000,000+",Free,0,Everyone,Photography,"January 19, 2017",1.5.5,2.1 and up
Forest Crossing AH,MEDICAL,,0,29M,10+,Free,0,Everyone,Medical,"April 12, 2018",300000.1.01,4.0.3 and up
CA Service Management,BUSINESS,3.4,91,8.3M,"10,000+",Free,0,Everyone,Business,"March 20, 2018",3.1.13,5.0 and up
"Alizay, pirate girl",FAMILY,4.5,197,11M,"1,000+",Paid,$2.99,Everyone,Casual;Action & Adventure,"March 23, 2017",4.0.2,2.3 and up
Clash Royale,GAME,4.6,23133508,97M,"100,000,000+",Free,0,Everyone 10+,Strategy,"June 27, 2018",2.3.2,4.1 and up
Arto: f.infrared photo,PHOTOGRAPHY,4.1,41,11M,500+,Paid,$1.49,Everyone,Photography,"July 19, 2016",3.1,4.4 and up
Glowing Flowers Live Wallpaper,PERSONALIZATION,4.2,66730,7.0M,"5,000,000+",Free,0,Everyone,Personalization,"May 21, 2018",18.0,4.1 and up
Pro App for Craigslist,SHOPPING,4.1,5618,4.6M,"500,000+",Free,0,Teen,Shopping,"May 9, 2018",Copyright,4.1 and up
50 Healthy Slow Cooker Recipes,FOOD_AND_DRINK,4.0,196,9.0M,"10,000+",Free,0,Everyone 10+,Food & Drink,"February 17, 2017",1.2,2.3.3 and up
U+Box,PRODUCTIVITY,3.8,24517,22M,"10,000,000+",Free,0,Everyone,Productivity,"May 23, 2018",4.2.17,5.0 and up
w UN map,LIFESTYLE,4.2,23164,10.0M,"1,000,000+",Free,0,Mature 17+,Lifestyle,"July 24, 2018",2.6,5.0 and up
Stolica.bg,NEWS_AND_MAGAZINES,,1,1.3M,50+,Free,0,Everyone,News & Magazines,"May 2, 2018",1.1,5.0 and up
Domino's Pizza USA,FOOD_AND_DRINK,4.7,1032935,Varies with device,"10,000,000+",Free,0,Everyone,Food & Drink,"July 20, 2018",Varies with device,Varies with device
DEAD TARGET: FPS Zombie Apocalypse Survival Games,GAME,4.5,1468638,Varies with device,"50,000,000+",Free,0,Mature 17+,Action,"July 23, 2018",Varies with device,Varies with device
Learn SQL,EDUCATION,4.7,19277,5.3M,"1,000,000+",Free,0,Everyone,Education,"December 25, 2017",3.4.2,4.0 and up
Virtual Cigarette Smoking (prank),FAMILY,3.7,29838,Varies with device,"5,000,000+",Free,0,Mature 17+,Entertainment,"June 28, 2018",2.2,Varies with device
Ac remote control,TOOLS,3.7,822,5.0M,"50,000+",Free,0,Everyone,Tools,"February 27, 2017",1.1,2.3 and up
Yahoo Fantasy Sports - #1 Rated Fantasy App,SPORTS,4.2,277939,Varies with device,"5,000,000+",Free,0,Mature 17+,Sports,"August 2, 2018",Varies with device,Varies with device
iFunny :),FAMILY,4.4,503757,Varies with device,"10,000,000+",Free,0,Mature 17+,Entertainment,"August 2, 2018",Varies with device,Varies with device
UNICORN - Color By Number & Pixel Art Coloring,ART_AND_DESIGN,4.7,8145,24M,"500,000+",Free,0,Everyone,Art & Design;Creativity,"August 2, 2018",1.0.9,4.4 and up
WatchESPN,SPORTS,4.1,288809,6.6M,"10,000,000+",Free,0,Everyone,Sports,"September 27, 2017",2.5.1,4.4 and up
Jigsaw Puzzles FN FAL Light Automatic Rifle,FAMILY,,0,5.6M,50+,Free,0,Teen,Puzzle,"May 7, 2018",1.0,4.0.3 and up
Photo Editor Collage Maker Pro,PHOTOGRAPHY,4.5,1519671,Varies with device,"100,000,000+",Free,0,Everyone,Photography,"February 1, 2018",Varies with device,Varies with device
Moto Fighter 3D,GAME,3.9,85410,39M,"10,000,000+",Free,0,Everyone 10+,Racing,"September 20, 2017",20170920,4.1 and up
Antenna Tool,TOOLS,4.2,522,2.9M,"50,000+",Free,0,Everyone,Tools,"October 26, 2017",2.2 Free,4.0.3 and up
CG BILASPUR CARNIVAL,EVENTS,3.8,59,1.8M,"5,000+",Free,0,Everyone,Events,"April 11, 2018",1.5,4.0 and up
Sworkit Kids - Fitness Meets Fun,FAMILY,4.7,9856,55M,"100,000+",Free,0,Everyone,Health & Fitness;Education,"February 2, 2016",1.1.1,4.0 and up
English to Hindi Dictionary,BOOKS_AND_REFERENCE,4.1,71328,11M,"5,000,000+",Free,0,Everyone,Books & Reference,"June 11, 2017",BlueOrange,4.0.3 and up
Turbo Download Manager (and Browser),TOOLS,4.0,32879,3.2M,"5,000,000+",Free,0,Everyone,Tools,"August 4, 2018",5.19,4.0.3 and up
A&E - Watch Full Episodes of TV Shows,FAMILY,4.0,29708,19M,"1,000,000+",Free,0,Teen,Entertainment,"July 16, 2018",3.1.4,4.4 and up
Vikings Stickman Axe Fighting,GAME,4.2,924,43M,"100,000+",Free,0,Everyone,Arcade,"October 21, 2017",1.5.2,3.0 and up
Gormey: Find Best Restaurants,TRAVEL_AND_LOCAL,4.3,34,7.6M,"1,000+",Free,0,Everyone,Travel & Local,"August 29, 2017",2.3,4.0.3 and up
Microsoft Launcher,PERSONALIZATION,4.6,649568,26M,"10,000,000+",Free,0,Everyone,Personalization,"August 1, 2018",4.12.0.44682,4.2 and up
FE Civil Engineering Exam Prep,FAMILY,2.8,9,21M,"1,000+",Free,0,Everyone,Education,"July 27, 2018",5.33.3669,5.0 and up
